test_name,collected_Yaw_r2,collected_Pitch_r2,collected_Yaw_rmse,collected_Pitch_rmse,collected_mean_abs_latency_ms,collected_avg_r2,collected_avg_rmse,collected_Yaw_r2_iqr,collected_Pitch_r2_iqr,collected_Yaw_rmse_iqr,collected_Pitch_rmse_iqr,collected_mean_abs_latency_ms_iqr,collected_avg_r2_iqr,collected_avg_rmse_iqr,secondary_Yaw_r2,secondary_Pitch_r2,secondary_Yaw_rmse,secondary_Pitch_rmse,secondary_mean_abs_latency_ms,secondary_avg_r2,secondary_avg_rmse,secondary_Yaw_r2_iqr,secondary_Pitch_r2_iqr,secondary_Yaw_rmse_iqr,secondary_Pitch_rmse_iqr,secondary_mean_abs_latency_ms_iqr,secondary_avg_r2_iqr,secondary_avg_rmse_iqr,collected_benchmark_Yaw_r2,collected_benchmark_Pitch_r2,collected_benchmark_Yaw_rmse,collected_benchmark_Pitch_rmse,collected_benchmark_mean_abs_latency_ms,collected_benchmark_avg_r2,collected_benchmark_avg_rmse,collected_benchmark_Yaw_r2_iqr,collected_benchmark_Pitch_r2_iqr,collected_benchmark_Yaw_rmse_iqr,collected_benchmark_Pitch_rmse_iqr,collected_benchmark_mean_abs_latency_ms_iqr,collected_benchmark_avg_r2_iqr,collected_benchmark_avg_rmse_iqr,secondary_benchmark_Yaw_r2,secondary_benchmark_Pitch_r2,secondary_benchmark_Yaw_rmse,secondary_benchmark_Pitch_rmse,secondary_benchmark_mean_abs_latency_ms,secondary_benchmark_avg_r2,secondary_benchmark_avg_rmse,secondary_benchmark_Yaw_r2_iqr,secondary_benchmark_Pitch_r2_iqr,secondary_benchmark_Yaw_rmse_iqr,secondary_benchmark_Pitch_rmse_iqr,secondary_benchmark_mean_abs_latency_ms_iqr,secondary_benchmark_avg_r2_iqr,secondary_benchmark_avg_rmse_iqr,overall_Yaw_r2,overall_Pitch_r2,overall_Yaw_rmse,overall_Pitch_rmse,overall_mean_abs_latency_ms,overall_avg_r2,overall_avg_rmse,overall_Yaw_r2_iqr,overall_Pitch_r2_iqr,overall_Yaw_rmse_iqr,overall_Pitch_rmse_iqr,overall_mean_abs_latency_ms_iqr,overall_avg_r2_iqr,overall_avg_rmse_iqr
tfNotFroz_cP1,0.5901,0.3836,8.9814,6.4847,217.50,0.4869,7.7330,0.8879,0.8457,9.2177,6.4351,63.0000,0.0090,6.4816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5901,0.3836,8.9814,6.4847,217.50,0.4869,7.7330,0.8879,0.8457,9.2177,6.4351,63.0000,0.0090,6.4816
tfNotFroz_cP2,0.3745,0.2645,15.7187,13.1998,417.52,0.3195,14.4592,0.8052,0.4653,16.1064,16.7425,393.0000,0.1310,10.4179,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3745,0.2645,15.7187,13.1998,417.52,0.3195,14.4592,0.8052,0.4653,16.1064,16.7425,393.0000,0.1310,10.4179
tfNotFroz_cP3,0.5117,0.3254,11.2547,11.4721,396.38,0.4186,11.3634,0.8240,0.5735,15.0700,11.2564,321.7500,0.0748,13.1956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5117,0.3254,11.2547,11.4721,396.38,0.4186,11.3634,0.8240,0.5735,15.0700,11.2564,321.7500,0.0748,13.1956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5117,0.3254,11.2547,11.4721,396.38,0.4186,11.3634,0.8240,0.5735,15.0700,11.2564,321.7500,0.0748,13.1956
tfNotFroz_cP4,0.5443,0.3569,10.4626,8.1771,213.19,0.4506,9.3199,0.8248,0.8144,12.4595,9.6442,179.6250,0.0345,8.1854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5443,0.3569,10.4626,8.1771,213.19,0.4506,9.3199,0.8248,0.8144,12.4595,9.6442,179.6250,0.0345,8.1854
tfNotFroz_cP6,0.3793,0.3203,13.1233,9.0769,184.71,0.3498,11.1001,0.6429,0.6362,20.0224,13.0828,96.0000,0.1091,7.9078,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3793,0.3203,13.1233,9.0769,184.71,0.3498,11.1001,0.6429,0.6362,20.0224,13.0828,96.0000,0.1091,7.9078,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3793,0.3203,13.1233,9.0769,184.71,0.3498,11.1001,0.6429,0.6362,20.0224,13.0828,96.0000,0.1091,7.9078
tfNotFroz_cP7,0.4460,0.3605,10.8405,8.2973,162.64,0.4032,9.5689,0.7386,0.7147,19.3733,12.9263,13.5000,0.1258,5.8845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4460,0.3605,10.8405,8.2973,162.64,0.4032,9.5689,0.7386,0.7147,19.3733,12.9263,13.5000,0.1258,5.8845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4460,0.3605,10.8405,8.2973,162.64,0.4032,9.5689,0.7386,0.7147,19.3733,12.9263,13.5000,0.1258,5.8845
tfNotFroz_cP9,0.4116,0.2897,12.3340,8.8050,223.66,0.3506,10.5695,0.6850,0.6034,20.8808,12.3470,91.8225,0.0640,6.6197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4116,0.2897,12.3340,8.8050,223.66,0.3506,10.5695,0.6850,0.6034,20.8808,12.3470,91.8225,0.0640,6.6197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4116,0.2897,12.3340,8.8050,223.66,0.3506,10.5695,0.6850,0.6034,20.8808,12.3470,91.8225,0.0640,6.6197
tfNotFroz_sP8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6775,0.4577,6.4937,5.7138,248.13,0.5676,6.1037,0.3122,0.9118,6.5696,6.8582,108.1050,0.1229,3.3900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6775,0.4577,6.4937,5.7138,248.13,0.5676,6.1037,0.3122,0.9118,6.5696,6.8582,108.1050,0.1229,3.3900,0.6775,0.4577,6.4937,5.7138,248.13,0.5676,6.1037,0.3122,0.9118,6.5696,6.8582,108.1050,0.1229,3.3900
