test_name,collected_Yaw_r2,collected_Pitch_r2,collected_Yaw_rmse,collected_Pitch_rmse,collected_mean_abs_latency_ms,secondary_Yaw_r2,secondary_Pitch_r2,secondary_Yaw_rmse,secondary_Pitch_rmse,secondary_mean_abs_latency_ms,collected_benchmark_Yaw_r2,collected_benchmark_Pitch_r2,collected_benchmark_Yaw_rmse,collected_benchmark_Pitch_rmse,collected_benchmark_mean_abs_latency_ms,secondary_benchmark_Yaw_r2,secondary_benchmark_Pitch_r2,secondary_benchmark_Yaw_rmse,secondary_benchmark_Pitch_rmse,secondary_benchmark_mean_abs_latency_ms,overall_Yaw_r2,overall_Pitch_r2,overall_Yaw_rmse,overall_Pitch_rmse,overall_mean_abs_latency_ms
prelim-v6-tune-mixup-raio,0.0616,0.1523,20.5248,15.3629,25764.07,0.0455,0.2382,15.2532,14.4784,20097.27,-0.2298,0.0441,26.1215,18.6395,23406.90,0.5805,0.3815,10.5250,12.4990,11592.50,0.0541,0.1923,18.0677,14.9506,22904.68
