test_name,collected_Yaw_r2,collected_Pitch_r2,collected_Yaw_rmse,collected_Pitch_rmse,collected_mean_abs_latency_ms,collected_avg_r2,collected_avg_rmse,collected_Yaw_r2_iqr,collected_Pitch_r2_iqr,collected_Yaw_rmse_iqr,collected_Pitch_rmse_iqr,collected_mean_abs_latency_ms_iqr,collected_avg_r2_iqr,collected_avg_rmse_iqr,secondary_Yaw_r2,secondary_Pitch_r2,secondary_Yaw_rmse,secondary_Pitch_rmse,secondary_mean_abs_latency_ms,secondary_avg_r2,secondary_avg_rmse,secondary_Yaw_r2_iqr,secondary_Pitch_r2_iqr,secondary_Yaw_rmse_iqr,secondary_Pitch_rmse_iqr,secondary_mean_abs_latency_ms_iqr,secondary_avg_r2_iqr,secondary_avg_rmse_iqr,collected_benchmark_Yaw_r2,collected_benchmark_Pitch_r2,collected_benchmark_Yaw_rmse,collected_benchmark_Pitch_rmse,collected_benchmark_mean_abs_latency_ms,collected_benchmark_avg_r2,collected_benchmark_avg_rmse,collected_benchmark_Yaw_r2_iqr,collected_benchmark_Pitch_r2_iqr,collected_benchmark_Yaw_rmse_iqr,collected_benchmark_Pitch_rmse_iqr,collected_benchmark_mean_abs_latency_ms_iqr,collected_benchmark_avg_r2_iqr,collected_benchmark_avg_rmse_iqr,secondary_benchmark_Yaw_r2,secondary_benchmark_Pitch_r2,secondary_benchmark_Yaw_rmse,secondary_benchmark_Pitch_rmse,secondary_benchmark_mean_abs_latency_ms,secondary_benchmark_avg_r2,secondary_benchmark_avg_rmse,secondary_benchmark_Yaw_r2_iqr,secondary_benchmark_Pitch_r2_iqr,secondary_benchmark_Yaw_rmse_iqr,secondary_benchmark_Pitch_rmse_iqr,secondary_benchmark_mean_abs_latency_ms_iqr,secondary_benchmark_avg_r2_iqr,secondary_benchmark_avg_rmse_iqr,overall_Yaw_r2,overall_Pitch_r2,overall_Yaw_rmse,overall_Pitch_rmse,overall_mean_abs_latency_ms,overall_avg_r2,overall_avg_rmse,overall_Yaw_r2_iqr,overall_Pitch_r2_iqr,overall_Yaw_rmse_iqr,overall_Pitch_rmse_iqr,overall_mean_abs_latency_ms_iqr,overall_avg_r2_iqr,overall_avg_rmse_iqr
arch_1dcnn,-2.3551,-1.0507,40.9142,32.2315,1228.06,-1.7029,36.5729,0.7762,0.7209,38.2001,45.2991,569.6250,0.7435,26.9611,0.0172,0.2286,17.6445,14.0897,426.63,0.1229,15.8671,0.5105,0.5753,17.2042,14.1408,354.2900,0.1537,11.8762,-4.1660,-1.7260,51.8950,36.4887,1283.95,-2.9460,44.1918,2.0076,0.7712,29.2430,53.8849,602.7800,1.6042,33.9990,0.4905,0.3421,15.6884,11.4670,268.67,0.4163,13.5777,0.2288,0.7288,13.0066,7.7508,170.5000,0.1066,11.3320,-1.2493,-0.4544,30.0682,23.7756,880.07,-0.8519,26.9219,0.8001,0.0158,32.0803,27.5661,961.0000,0.7234,20.6658
arch_lstm,-0.7856,-0.0391,33.2810,25.4021,630.92,-0.4124,29.3415,0.1324,0.0244,18.8376,2.6974,651.0000,0.0918,13.2950,-1.7345,-0.1780,32.9013,25.0115,214.83,-0.9563,28.9564,0.4786,0.3411,18.4760,11.1158,170.4975,0.2434,16.4812,-0.8515,-0.0410,33.5529,25.3856,601.73,-0.4462,29.4692,0.1463,0.0542,18.1637,2.7578,713.0000,0.0879,13.0060,-1.2507,-0.0838,32.6535,25.5425,242.29,-0.6672,29.0980,0.2212,0.0864,17.9592,6.5793,98.5100,0.1749,14.5247,-1.2279,-0.1038,33.1040,25.2200,458.75,-0.6659,29.1620,0.3753,0.1374,18.4763,2.7083,325.5000,0.2199,14.2986
arch_naive_ann,-0.6466,-0.2373,33.1452,24.6680,1078.74,-0.4420,28.9066,0.8657,0.3935,30.6443,31.9436,372.0000,0.5426,18.7005,0.0323,0.1381,17.3755,12.7695,463.81,0.0852,15.0725,0.5173,0.5285,17.1161,13.0279,290.0700,0.0892,9.1888,-0.7241,-0.2176,32.3059,24.7869,1090.37,-0.4708,28.5464,0.9644,0.3917,33.6662,32.0620,387.5000,0.4960,20.4842,0.3527,0.2067,17.3824,14.4274,545.14,0.2797,15.9049,0.4515,0.3811,12.5911,12.2711,687.3400,0.1093,10.8223,-0.3302,-0.0624,25.7949,19.1221,771.28,-0.1963,22.4585,0.8969,0.0126,19.2629,16.7689,687.1650,0.6635,15.2251
arch_naive_ann2,-0.6034,-0.1999,32.4546,25.2318,955.01,-0.4017,28.8432,0.7909,0.2687,27.5306,27.2427,759.5000,0.4950,18.7737,0.0191,0.1390,17.8974,13.0035,469.94,0.0790,15.4505,0.4880,0.5097,16.5967,13.4842,230.2900,0.1253,10.3365,-0.6911,-0.1725,31.4095,24.9129,908.95,-0.4318,28.1612,0.4350,0.1868,30.1422,27.3025,806.0000,0.4532,17.1073,0.3573,0.1844,17.1444,14.7604,501.91,0.2708,15.9524,0.3624,0.3266,12.8612,13.8376,483.3400,0.1194,10.1746,-0.3133,-0.0420,25.6695,19.5322,709.15,-0.1776,22.6008,0.5929,0.0247,19.8908,17.0239,620.0000,0.5762,14.5587
arch_rcnn,-2.2252,-0.1519,40.6951,23.4654,741.48,-1.1886,32.0803,0.6042,0.0225,37.4257,33.0178,815.0825,0.4180,26.7286,-0.0446,0.2627,14.8221,12.9192,359.06,0.1091,13.8707,0.7473,0.7161,10.2422,9.5138,237.5000,0.1303,8.3249,-3.8526,-0.2254,52.0963,22.9955,744.82,-2.0390,37.5459,1.4741,0.2783,34.3192,32.1364,935.7500,0.8998,25.6403,0.5408,0.3874,12.4690,10.8089,365.99,0.4641,11.6390,0.3259,0.8141,5.8137,7.8724,199.3750,0.1148,8.2082,-1.2088,0.0414,28.6357,18.5498,560.33,-0.5837,23.5927,0.7217,0.1986,30.0623,21.8891,533.6250,0.6147,23.1041
arch_rnn,-1.1658,-0.0546,37.5818,27.8224,805.51,-0.6102,32.7021,0.3275,0.0168,17.2411,8.0106,752.7825,0.2056,11.7997,-0.3327,0.0326,23.6902,23.1438,288.96,-0.1501,23.4170,0.3347,0.0456,13.9124,19.5883,161.2000,0.2725,19.2854,-1.5363,-0.0888,40.2368,27.9092,681.52,-0.8126,34.0730,0.2772,0.0226,11.6531,8.5284,589.0000,0.2116,10.2504,0.1904,0.1139,22.5698,22.0215,179.33,0.1521,22.2957,0.3599,0.1184,15.6209,13.0936,108.5000,0.1768,17.7407,-0.7775,-0.0140,31.1069,25.6417,572.78,-0.3958,28.3743,0.4368,0.0226,21.9609,12.3170,633.2850,0.2472,16.5213
