epoch,train_mae_deg,val_mae_deg,val_mse,learning_rate,epoch_time_s,is_best
1,11.538869,5.799033,154.68631,0.001,76.0461,True
2,7.923206,5.878076,158.854156,0.001,71.2065,False
3,7.079979,5.047237,126.746382,0.001,76.8119,True
4,6.499589,4.615653,103.331444,0.001,78.043,True
5,6.166696,4.319216,100.938571,0.001,75.8231,True
6,5.903853,4.343015,104.442499,0.001,77.0622,False
7,5.676053,4.646315,127.00315,0.001,75.9384,False
8,5.446138,4.808629,128.977428,0.001,76.1929,False
9,5.236924,5.033258,151.283676,0.001,77.172,False
10,5.14038,5.208105,176.8304,0.001,75.0897,False
11,5.021106,5.387811,193.358795,0.001,73.7711,False
12,4.739631,5.420147,188.015763,0.0005,72.6971,False
13,4.666018,5.878956,220.060951,0.0005,73.0494,False
14,4.613875,5.335886,191.227078,0.0005,74.3787,False
15,4.531234,5.512416,191.923095,0.0005,73.4567,False
