epoch,train_mae_deg,val_mae_deg,val_mse,learning_rate,epoch_time_s,is_best
1,6.766499,5.513502,153.815041,0.00025,53.4208,True
2,6.708851,5.465971,151.078067,0.00025,47.247,True
3,6.643758,5.34339,148.232431,0.00025,53.6527,True
4,6.571011,5.341605,146.149188,0.00025,53.7435,True
5,6.540875,5.260517,144.224501,0.00025,53.844,True
6,6.506232,5.171103,143.324784,0.00025,52.5193,True
7,6.430951,5.232737,141.922617,0.00025,52.8872,True
8,6.437058,5.25088,141.055973,0.00025,53.2205,True
9,6.438056,5.167684,139.856308,0.00025,55.2147,True
10,6.411771,5.139826,139.213745,0.00025,55.6073,True
11,6.370827,5.187306,138.563118,0.00025,51.1677,True
12,6.402086,5.085013,137.782263,0.00025,52.886,True
13,6.362732,5.053825,136.645052,0.00025,52.728,True
14,6.335661,5.076623,136.431411,0.00025,52.4073,True
15,6.342368,4.985021,135.132372,0.00025,53.9059,True
16,6.312265,4.998855,135.205553,0.00025,55.9998,False
17,6.293042,5.021377,134.667226,0.00025,56.8501,True
18,6.300389,4.965243,133.742887,0.00025,56.5686,True
19,6.279074,4.966336,133.870857,0.00025,56.4619,False
20,6.265772,4.980079,133.556471,0.00025,56.884,True
21,6.253286,4.981396,133.312996,0.00025,56.5514,True
22,6.275215,4.902404,132.522928,0.00025,56.2879,True
23,6.240079,4.931129,132.463133,0.00025,56.6257,True
24,6.246425,4.883152,131.543531,0.00025,56.0252,True
25,6.229689,4.905817,131.838582,0.00025,56.0112,False
26,6.219107,4.916815,131.231301,0.00025,53.835,True
27,6.224657,4.873377,131.174739,0.00025,50.5873,True
28,6.222414,4.821389,130.190753,0.00025,54.0967,True
29,6.182376,4.921544,130.669523,0.00025,54.5243,False
30,6.199074,4.845709,129.68725,0.00025,53.9784,True
31,6.200455,4.798393,129.920926,0.00025,52.0472,False
32,6.16258,4.84341,130.070065,0.00025,51.952,False
33,6.170257,4.775284,129.512477,0.00025,55.8942,True
34,6.175423,4.758778,129.801877,0.00025,56.8713,False
35,6.15064,4.798415,129.145143,0.00025,52.9492,True
36,6.159355,4.758798,128.168982,0.00025,52.9968,True
37,6.153344,4.772217,128.088273,0.00025,53.4056,True
38,6.14958,4.764407,128.749166,0.00025,57.8581,False
39,6.126849,4.809086,128.289932,0.00025,54.9664,False
40,6.147304,4.789372,127.876836,0.00025,53.251,True
41,6.139073,4.747685,127.632258,0.00025,51.7431,True
42,6.118864,4.743743,127.523403,0.00025,51.1619,True
43,6.115231,4.761928,127.373078,0.00025,54.4081,True
44,6.124234,4.760709,127.277052,0.00025,55.8537,True
45,6.128303,4.734764,127.448822,0.00025,56.5787,False
46,6.104156,4.768715,126.811093,0.00025,52.6044,True
47,6.104871,4.73126,126.848039,0.00025,49.3224,False
48,6.123507,4.675075,126.171892,0.00025,53.1924,True
49,6.098241,4.690574,126.017658,0.00025,55.6084,True
50,6.109632,4.67648,126.077248,0.00025,56.2914,False
51,6.086514,4.681274,125.713301,0.00025,53.9966,True
52,6.097166,4.715952,126.624529,0.00025,51.9243,False
