epoch,train_mae_deg,val_mae_deg,val_mse,learning_rate,epoch_time_s,is_best
1,10.279389,8.963897,403.083444,0.001,420.5967,True
2,7.971233,7.567299,285.450344,0.001,314.9347,True
3,7.379454,6.857359,272.357129,0.001,331.0708,True
4,7.096271,7.952182,285.63762,0.001,318.2531,False
5,6.877368,7.276052,271.011287,0.001,303.6722,True
6,6.707608,8.29897,350.830832,0.001,303.2659,False
7,6.568339,7.565184,264.265435,0.001,301.5599,True
8,6.445865,7.681844,297.201236,0.001,565.2592,False
9,6.35791,7.983767,296.950353,0.001,599.3846,False
10,6.257584,7.21585,278.23753,0.001,580.5691,False
11,6.191637,7.666287,290.168073,0.001,602.8055,False
12,6.127867,7.469323,298.668061,0.001,592.2258,False
13,6.069442,7.414128,306.888,0.001,606.4557,False
14,5.894444,7.170311,285.821681,0.0005,632.2059,False
15,5.841755,7.383701,269.95127,0.0005,620.7603,False
16,5.818949,7.569687,307.836389,0.0005,626.6489,False
17,5.780067,7.393995,287.255125,0.0005,623.799,False
18,5.75496,7.072242,281.308678,0.0005,610.6387,False
19,5.726766,7.166047,262.323583,0.0005,562.8107,True
20,5.708733,7.126343,284.428671,0.0005,598.8348,False
21,5.692245,7.359682,293.169279,0.0005,468.3493,False
22,5.665197,7.214105,280.86266,0.0005,594.0944,False
23,5.642301,7.158968,294.042374,0.0005,573.0659,False
24,5.624878,7.725468,315.919264,0.0005,585.1924,False
25,5.607823,7.494493,276.292615,0.0005,582.3354,False
26,5.522838,7.44476,282.737429,0.00025,581.0325,False
27,5.504094,7.252717,279.184688,0.00025,586.7928,False
28,5.49575,7.204731,286.023382,0.00025,585.0672,False
29,5.484139,7.306451,290.646901,0.00025,582.0885,False
30,5.474174,7.36229,274.839455,0.00025,583.782,False
31,5.467195,7.495421,302.428017,0.00025,582.0243,False
32,5.423934,7.003536,279.380381,0.000125,582.1917,False
33,5.41189,7.353248,276.985414,0.000125,581.551,False
34,5.404524,7.008186,270.878857,0.000125,586.9744,False
35,5.399557,7.141572,281.567081,0.000125,584.9772,False
36,5.396767,7.200759,282.452262,0.000125,584.0462,False
37,5.39165,7.117249,286.279388,0.000125,580.9724,False
38,5.368516,7.05138,275.190668,6.25e-05,581.5087,False
39,5.359408,7.151754,278.151915,6.25e-05,579.8424,False
