epoch,train_mae_deg,val_mae_deg,val_mse,learning_rate,epoch_time_s,is_best
1,9.42137,5.590331,146.837737,0.001,403.2725,True
2,7.017257,4.972699,116.196606,0.001,428.4152,True
3,6.355383,4.560665,131.892899,0.001,432.4003,False
4,5.855793,5.125525,179.466712,0.001,433.5298,False
5,5.484442,4.865052,156.204231,0.001,431.8335,False
6,5.229267,5.569651,186.76584,0.001,434.8585,False
7,5.021474,5.575012,227.903361,0.001,434.5368,False
8,4.887754,5.100415,209.567993,0.001,437.9162,False
9,4.540526,5.093818,211.789187,0.0005,436.2245,False
10,4.448573,5.252346,217.652572,0.0005,439.3656,False
11,4.377127,5.335861,218.299631,0.0005,440.8066,False
12,4.300607,5.215215,216.50907,0.0005,452.2633,False
