epoch,train_mae_deg,val_mae_deg,val_mse,learning_rate,epoch_time_s,is_best
1,11.645712,5.696506,154.556234,0.001,180.2232,True
2,7.840074,5.294774,135.680956,0.001,202.3715,True
3,7.049395,5.484882,143.146414,0.001,137.7868,False
4,6.519542,5.07397,129.06021,0.001,214.2204,True
5,6.211544,5.608484,152.889833,0.001,213.1604,False
6,5.955157,5.008564,137.812942,0.001,145.2041,False
7,5.67413,4.920925,141.042988,0.001,71.1755,False
8,5.490687,4.515335,130.064001,0.001,68.3176,False
9,5.253472,4.719593,137.944572,0.001,65.2179,False
10,5.110477,4.900089,154.055249,0.001,66.2869,False
11,4.824942,4.544495,130.71048,0.0005,64.634,False
12,4.728298,4.824339,143.033463,0.0005,64.761,False
13,4.644391,4.517585,130.581109,0.0005,64.9376,False
14,4.565302,4.772031,145.964105,0.0005,64.3892,False
